variable_name,pressure,temperature,wind_speed,roughness_length,temperature,wind_speed
2019-04-14 15:00:00,100760,278.78,2.02,0.15,278.68,2.32
2019-04-14 16:00:00,100780,277.44,2,0.15,277.34,2.2
2019-04-14 17:00:00,100690,276.87,3.44,0.15,276.77,3.95
2019-04-14 18:00:00,100580,276.21,4.47,0.15,276.11,5.7
2019-04-14 19:00:00,100450,275.89,5.59,0.15,275.79,6.95
2019-04-14 20:00:00,100270,275.63,6.61,0.15,275.53,8.22
2019-04-14 21:00:00,100010,275.34,8.25,0.15,275.24,9.95
2019-04-14 22:00:00,99630,275.13,10.18,0.15,275.03,12.17
2019-04-14 23:00:00,99480,275.03,8.86,0.15,274.93,10.93
2019-04-15 00:00:00,99250,275.23,9.71,0.15,275.13,11.58
2019-04-15 01:00:00,98970,275.55,9.66,0.15,275.45,11.43
2019-04-15 02:00:00,98660,275.62,9.41,0.15,275.52,11.05
2019-04-15 03:00:00,98390,275.78,8.2,0.15,275.68,9.79
2019-04-15 04:00:00,98250,276.51,3.07,0.15,276.41,4.25
2019-04-15 05:00:00,98280,276.34,1.89,0.15,276.24,2.81
2019-04-15 06:00:00,98320,276.79,3.67,0.15,276.69,4.75
2019-04-15 07:00:00,98530,276.95,3.48,0.15,276.85,4.06
2019-04-15 08:00:00,98690,276.85,4.69,0.15,276.75,5.82
2019-04-15 09:00:00,98760,276.67,6.3,0.15,276.57,7.79
2019-04-15 10:00:00,98780,277.23,7.01,0.15,277.13,8.41
2019-04-15 11:00:00,98800,278.4,7.37,0.15,278.3,8.79
2019-04-15 12:00:00,98840,279.34,7.95,0.15,279.24,9.48
2019-04-15 13:00:00,98880,279.78,8.49,0.15,279.68,10.18
2019-04-15 14:00:00,98900,279.66,9.23,0.15,279.56,11.13
2019-04-15 15:00:00,98990,279.2,9.86,0.15,279.1,12.02
2019-04-15 16:00:00,99150,278.69,9.97,0.15,278.59,12.38
2019-04-15 17:00:00,99340,277.91,9.96,0.15,277.81,12.76
2019-04-15 18:00:00,99520,276.78,10.04,0.15,276.68,13.17
2019-04-15 19:00:00,99670,275.98,10.09,0.15,275.88,13.11
2019-04-15 20:00:00,99790,275.52,10.1,0.15,275.42,13.03
2019-04-15 21:00:00,99860,275.13,9.95,0.15,275.03,12.86
2019-04-15 22:00:00,99930,274.84,9.72,0.15,274.74,12.64
2019-04-15 23:00:00,100000,274.68,9.44,0.15,274.58,12.39
2019-04-16 00:00:00,100070,274.56,9.27,0.15,274.46,12.23
2019-04-16 01:00:00,100130,274.42,9.35,0.15,274.32,12.25
2019-04-16 02:00:00,100220,274.07,9.28,0.15,273.97,11.99
2019-04-16 03:00:00,100310,273.44,8.95,0.15,273.34,11.59
2019-04-16 04:00:00,100400,273.09,8.87,0.15,272.99,11.53
2019-04-16 05:00:00,100500,273.05,8.83,0.15,272.95,11.35
2019-04-16 06:00:00,100560,274.14,8.97,0.15,274.04,10.9
2019-04-16 07:00:00,100610,275.85,9.51,0.15,275.75,11.46
2019-04-16 08:00:00,100650,277.57,9.5,0.15,277.47,11.32
2019-04-16 09:00:00,100680,279,9.6,0.15,278.9,11.41
2019-04-16 10:00:00,100710,279.83,9.61,0.15,279.73,11.36
2019-04-16 11:00:00,100750,280.47,9.53,0.15,280.37,11.3
2019-04-16 12:00:00,100800,281.04,9.47,0.15,280.94,11.28
2019-04-16 13:00:00,100860,281.4,9.4,0.15,281.3,11.28
2019-04-16 14:00:00,100910,281.41,9.13,0.15,281.31,11.03
2019-04-16 15:00:00,100980,281.14,8.74,0.15,281.04,10.64
2019-04-16 16:00:00,101070,280.67,7.92,0.15,280.57,9.98
2019-04-16 17:00:00,101130,279.84,6.09,0.15,279.74,8.69
2019-04-16 18:00:00,101170,277.43,4.11,0.15,277.33,7.57
2019-04-16 19:00:00,101200,275.98,3.92,0.15,275.88,6.93
2019-04-16 20:00:00,101220,275.29,3.99,0.15,275.19,7.02
2019-04-16 21:00:00,101220,274.62,4.07,0.15,274.52,7.27
2019-04-16 22:00:00,101220,273.87,4.04,0.15,273.77,7.27
2019-04-16 23:00:00,101230,273.03,3.89,0.15,272.93,6.92
2019-04-17 00:00:00,101260,272.29,3.73,0.15,272.19,6.43
2019-04-17 01:00:00,101320,271.77,3.55,0.15,271.67,5.94
2019-04-17 02:00:00,101370,271.47,3.21,0.15,271.37,5.15
2019-04-17 03:00:00,101400,271.27,2.87,0.15,271.17,4.41
2019-04-17 04:00:00,101470,271.15,2.59,0.15,271.05,3.89
2019-04-17 05:00:00,101560,271.64,2.22,0.15,271.54,3.33
2019-04-17 06:00:00,101650,274.05,1.79,0.15,273.95,2.02
2019-04-17 07:00:00,101720,276.26,0.88,0.15,276.16,0.97
2019-04-17 08:00:00,101760,279.02,0.62,0.15,278.92,0.79
2019-04-17 09:00:00,101760,282.42,0.99,0.15,282.32,1.31
2019-04-17 10:00:00,101750,283.88,0.81,0.15,283.78,1.14
2019-04-17 11:00:00,101740,284.85,0.68,0.15,284.75,0.97
2019-04-17 12:00:00,101740,285.59,0.72,0.15,285.49,1
2019-04-17 13:00:00,101720,286.12,0.49,0.15,286.02,0.67
2019-04-17 14:00:00,101670,286.3,0.58,0.15,286.2,0.58
2019-04-17 15:00:00,101640,286.13,0.83,0.15,286.03,0.81
2019-04-17 16:00:00,101640,285.7,1.24,0.15,285.6,1.34
2019-04-17 17:00:00,101630,284.61,1.52,0.15,284.51,2.21
2019-04-17 18:00:00,101630,282.07,2.04,0.15,281.97,3.16
2019-04-17 19:00:00,101650,280.44,2.58,0.15,280.34,4.03
2019-04-17 20:00:00,101650,279.13,3.27,0.15,279.03,5.32
2019-04-17 21:00:00,101590,278.4,4.02,0.15,278.3,6.88
2019-04-17 22:00:00,101560,277.91,4.13,0.15,277.81,7.33
2019-04-17 23:00:00,101550,277.45,3.97,0.15,277.35,7.17
2019-04-18 00:00:00,101500,277.07,3.71,0.15,276.97,6.79
2019-04-18 01:00:00,101410,275.99,3.62,0.15,275.89,6.5
2019-04-18 02:00:00,101330,275.79,3.39,0.15,275.69,6.24
2019-04-18 03:00:00,101260,275.66,3.63,0.15,275.56,6.51
2019-04-18 04:00:00,101200,275.67,4.49,0.15,275.57,7.33
2019-04-18 05:00:00,101130,276.16,4.64,0.15,276.06,7.33
2019-04-18 06:00:00,101110,278.13,5.68,0.15,278.03,8.05
2019-04-18 07:00:00,101050,279.19,7.48,0.15,279.09,9.27
2019-04-18 08:00:00,100950,279.45,8.16,0.15,279.35,10.17
2019-04-18 09:00:00,100810,280.08,8.22,0.15,279.98,10.07
2019-04-18 10:00:00,100670,282.02,8.03,0.15,281.92,9.91
2019-04-18 11:00:00,100490,285.5,7.99,0.15,285.4,10.32
2019-04-18 12:00:00,100330,288.54,8.77,0.15,288.44,11.67
2019-04-18 13:00:00,100190,289.31,9.17,0.15,289.21,12.28
2019-04-18 14:00:00,100070,289.51,9.4,0.15,289.41,12.55
2019-04-18 15:00:00,99970,288.43,8.66,0.15,288.33,12.14
2019-04-18 16:00:00,100010,287.19,8.52,0.15,287.09,12.13
2019-04-18 17:00:00,100030,285.67,8.88,0.15,285.57,12.58
2019-04-18 18:00:00,99950,284.57,8.09,0.15,284.47,11.28
2019-04-18 19:00:00,99910,284.28,8.24,0.15,284.18,11.99
2019-04-18 20:00:00,99840,284.8,8.95,0.15,284.7,13.14
2019-04-18 21:00:00,99700,285.38,8.3,0.15,285.28,12.75
2019-04-18 22:00:00,99590,285.93,7.82,0.15,285.83,12.48
2019-04-18 23:00:00,99540,286.33,7.59,0.15,286.23,12.37
2019-04-19 00:00:00,99540,286.73,7.8,0.15,286.63,12.56
2019-04-19 01:00:00,99590,286.86,7.36,0.15,286.76,11.76
2019-04-19 02:00:00,99670,286.84,6.43,0.15,286.74,10.56
2019-04-19 03:00:00,99740,286.14,4.23,0.15,286.04,7.9
2019-04-19 04:00:00,99770,285.41,3.03,0.15,285.31,6.39
2019-04-19 05:00:00,99850,285.08,2.64,0.15,284.98,5.22
2019-04-19 06:00:00,99930,284.92,2.42,0.15,284.82,4.71
2019-04-19 07:00:00,99910,284.33,4.35,0.15,284.23,5.66
2019-04-19 08:00:00,99960,283.16,5.68,0.15,283.06,6.71
2019-04-19 09:00:00,100110,281.98,6.72,0.15,281.88,7.95
2019-04-19 10:00:00,100120,281.41,8.21,0.15,281.31,9.72
2019-04-19 11:00:00,100150,281.78,7.26,0.15,281.68,8.63
2019-04-19 12:00:00,100210,282.74,5.8,0.15,282.64,6.75
2019-04-19 13:00:00,100210,283.48,5.43,0.15,283.38,6.26
2019-04-19 14:00:00,100210,283.85,5.89,0.15,283.75,6.83
2019-04-19 15:00:00,100250,283.48,6.29,0.15,283.38,7.51
2019-04-19 16:00:00,100300,282.21,6.29,0.15,282.11,7.69
2019-04-19 17:00:00,100340,281,6.09,0.15,280.9,7.69
2019-04-19 18:00:00,100420,280.08,6.25,0.15,279.98,7.88
2019-04-19 19:00:00,100480,279.3,7.11,0.15,279.2,8.77
2019-04-19 20:00:00,100540,278.62,7.27,0.15,278.52,8.97
2019-04-19 21:00:00,100520,277.81,8.05,0.15,277.71,9.81
2019-04-19 22:00:00,100500,277.07,8.43,0.15,276.97,10.32
2019-04-19 23:00:00,100400,276.63,9.27,0.15,276.53,11.27
2019-04-20 00:00:00,100280,276.47,9.86,0.15,276.37,12.05
2019-04-20 01:00:00,100290,276.22,9.48,0.15,276.12,11.73
2019-04-20 02:00:00,100290,275.35,9.94,0.15,275.25,12
2019-04-20 03:00:00,100320,275.62,9.94,0.15,275.52,12.21
2019-04-20 04:00:00,100370,275.68,9.72,0.15,275.58,12.02
2019-04-20 05:00:00,100340,275.71,10.01,0.15,275.61,12.45
2019-04-20 06:00:00,100400,276.28,9.72,0.15,276.18,12.28
2019-04-20 07:00:00,100550,277.26,9.62,0.15,277.16,11.94
2019-04-20 08:00:00,100610,277.62,9.78,0.15,277.52,12
2019-04-20 09:00:00,100590,278.38,10.08,0.15,278.28,12.3
2019-04-20 10:00:00,100540,279.27,10.46,0.15,279.17,12.81
2019-04-20 11:00:00,100600,279.87,9.32,0.15,279.77,11.43
2019-04-20 12:00:00,100560,280.79,9.41,0.15,280.69,11.22
2019-04-20 13:00:00,100610,281.3,8.41,0.15,281.2,9.97
2019-04-20 14:00:00,100640,280.97,7.52,0.15,280.87,9.02
2019-04-20 15:00:00,100580,281.05,8.37,0.15,280.95,10.15
2019-04-20 16:00:00,100550,280.5,8.23,0.15,280.4,9.99
2019-04-20 17:00:00,100500,279.63,7.48,0.15,279.53,9.06
2019-04-20 18:00:00,100440,278.95,6.71,0.15,278.85,8.29
2019-04-20 19:00:00,100400,278.92,5.97,0.15,278.82,7.65
2019-04-20 20:00:00,100340,279.62,4.39,0.15,279.52,6.44
2019-04-20 21:00:00,100330,280.7,3.12,0.15,280.6,6.21
2019-04-20 22:00:00,100340,282.22,3.83,0.15,282.12,7.79
2019-04-20 23:00:00,100390,283.34,4.54,0.15,283.24,9.41
2019-04-21 00:00:00,100410,283.38,4.91,0.15,283.28,10.05
2019-04-21 01:00:00,100440,282.97,4.91,0.15,282.87,9.79
2019-04-21 02:00:00,100460,282.26,4.45,0.15,282.16,9.09
2019-04-21 03:00:00,100490,281.41,4.06,0.15,281.31,8.37
2019-04-21 04:00:00,100610,280.55,3.84,0.15,280.45,7.66
2019-04-21 05:00:00,100740,280.5,3.41,0.15,280.4,6.39
2019-04-21 06:00:00,100810,282.33,3.46,0.15,282.23,5.48
2019-04-21 07:00:00,100910,283.32,3.54,0.15,283.22,4.5
2019-04-21 08:00:00,100970,284.28,3.93,0.15,284.18,4.97
2019-04-21 09:00:00,101010,285.42,4.51,0.15,285.32,5.62
2019-04-21 10:00:00,101060,286.65,4.9,0.15,286.55,5.94
2019-04-21 11:00:00,101100,287.84,5.32,0.15,287.74,6.43
2019-04-21 12:00:00,101130,288.63,5.54,0.15,288.53,6.65
2019-04-21 13:00:00,101160,289.02,5.63,0.15,288.92,6.72
2019-04-21 14:00:00,101200,289.02,5.85,0.15,288.92,7.01
2019-04-21 15:00:00,101240,288.55,5.86,0.15,288.45,7.15
2019-04-21 16:00:00,101300,287.72,5.46,0.15,287.62,6.95
2019-04-21 17:00:00,101380,286.59,4.22,0.15,286.49,6.05
2019-04-21 18:00:00,101450,284.37,2.91,0.15,284.27,5.77
2019-04-21 19:00:00,101520,282.67,3.03,0.15,282.57,5.64
2019-04-21 20:00:00,101600,281.64,2.86,0.15,281.54,4.81
2019-04-21 21:00:00,101650,280.65,2.74,0.15,280.55,4.45
2019-04-21 22:00:00,101680,279.7,2.87,0.15,279.6,4.72
2019-04-21 23:00:00,101730,278.85,2.91,0.15,278.75,4.78
2019-04-22 00:00:00,101760,277.97,2.86,0.15,277.87,4.67
2019-04-22 01:00:00,101760,277.1,2.94,0.15,277,4.95
2019-04-22 02:00:00,101760,276.3,3.03,0.15,276.2,5.28
2019-04-22 03:00:00,101780,275.62,2.97,0.15,275.52,5.06
2019-04-22 04:00:00,101850,275.18,3.04,0.15,275.08,5.1
2019-04-22 05:00:00,101940,275.77,3.11,0.15,275.67,5.56
2019-04-22 06:00:00,101990,278.25,4.43,0.15,278.15,5.58
2019-04-22 07:00:00,102000,280.11,5.03,0.15,280.01,5.82
2019-04-22 08:00:00,102050,282.23,4.85,0.15,282.13,5.45
2019-04-22 09:00:00,102060,284.45,4.66,0.15,284.35,5.26
2019-04-22 10:00:00,101990,286.38,4.37,0.15,286.28,5.08
2019-04-22 11:00:00,101900,288.09,4.21,0.15,287.99,5.06
2019-04-22 12:00:00,101820,288.93,4.45,0.15,288.83,5.37
2019-04-22 13:00:00,101730,289.47,4.81,0.15,289.37,5.85
2019-04-22 14:00:00,101660,289.73,4.93,0.15,289.63,6.09
2019-04-22 15:00:00,101650,289.75,4.95,0.15,289.65,6.29
2019-04-22 16:00:00,101670,289.55,4.45,0.15,289.45,6.25
2019-04-22 17:00:00,101660,288.48,3.61,0.15,288.38,6.59
2019-04-22 18:00:00,101630,285.74,3.91,0.15,285.64,8.09
2019-04-22 19:00:00,101610,284.21,4.6,0.15,284.11,9.17
2019-04-22 20:00:00,101620,283.15,4.96,0.15,283.05,9.37
2019-04-22 21:00:00,101620,281.96,4.89,0.15,281.86,9.13
2019-04-22 22:00:00,101590,280.82,4.68,0.15,280.72,8.53
2019-04-22 23:00:00,101560,280.23,5.16,0.15,280.13,8.59
2019-04-23 00:00:00,101520,279.94,5.78,0.15,279.84,8.56
2019-04-23 01:00:00,101500,279.35,5.77,0.15,279.25,8.25
2019-04-23 02:00:00,101470,278.57,5.6,0.15,278.47,8.06
2019-04-23 03:00:00,101430,277.84,5.44,0.15,277.74,7.85
2019-04-23 04:00:00,101400,277.04,5.28,0.15,276.94,7.79
2019-04-23 05:00:00,101360,276.88,5.47,0.15,276.78,7.41
2019-04-23 06:00:00,101320,278.03,5.72,0.15,277.93,6.64
2019-04-23 07:00:00,101260,279.98,5.79,0.15,279.88,6.55
2019-04-23 08:00:00,101210,282.27,5.34,0.15,282.17,6
2019-04-23 09:00:00,101150,284.39,4.6,0.15,284.29,5.12
2019-04-23 10:00:00,101060,285.86,4.41,0.15,285.76,4.89
2019-04-23 11:00:00,100930,286.73,4.58,0.15,286.63,5.16
2019-04-23 12:00:00,100790,287.04,4.82,0.15,286.94,5.7
2019-04-23 13:00:00,100610,287.45,5.77,0.15,287.35,7.12
2019-04-23 14:00:00,100460,288.01,6.37,0.15,287.91,8
2019-04-23 15:00:00,100420,288.72,6.21,0.15,288.62,7.66
2019-04-23 16:00:00,100350,287.9,6.41,0.15,287.8,8.15
2019-04-23 17:00:00,100250,285.84,6.64,0.15,285.74,8.98
2019-04-23 18:00:00,100180,284.03,6.78,0.15,283.93,8.87
2019-04-23 19:00:00,100100,283.13,7.2,0.15,283.03,9.22
2019-04-23 20:00:00,99910,282.83,8.24,0.15,282.73,10.42
2019-04-23 21:00:00,99670,283.18,7.58,0.15,283.08,9.83
2019-04-23 22:00:00,99520,283.92,5.24,0.15,283.82,7.8
2019-04-23 23:00:00,99440,284.07,3.25,0.15,283.97,6.03
2019-04-24 00:00:00,99420,284.86,4.59,0.15,284.76,8.2
2019-04-24 01:00:00,99450,285.02,8.14,0.15,284.92,11.08
2019-04-24 02:00:00,99530,283.49,9.23,0.15,283.39,11.85
2019-04-24 03:00:00,99620,281.92,9.4,0.15,281.82,11.9
2019-04-24 04:00:00,99680,280.83,8.99,0.15,280.73,11.43
2019-04-24 05:00:00,99750,280.18,8.25,0.15,280.08,10.57
2019-04-24 06:00:00,99810,280.03,8.25,0.15,279.93,10.42
2019-04-24 07:00:00,99870,280.09,8.45,0.15,279.99,10.48
2019-04-24 08:00:00,99950,280.16,8.02,0.15,280.06,9.74
2019-04-24 09:00:00,100010,280.3,7.56,0.15,280.2,9.06
2019-04-24 10:00:00,100080,280.64,7.39,0.15,280.54,8.74
2019-04-24 11:00:00,100130,281,7.25,0.15,280.9,8.58
2019-04-24 12:00:00,100170,281.45,7.15,0.15,281.35,8.46
2019-04-24 13:00:00,100220,281.51,7.08,0.15,281.41,8.46
2019-04-24 14:00:00,100270,281.61,7.19,0.15,281.51,8.61
2019-04-24 15:00:00,100340,281.51,7.02,0.15,281.41,8.58
2019-04-24 16:00:00,100430,281.47,6.29,0.15,281.37,7.85
2019-04-24 17:00:00,100520,281.1,4.79,0.15,281,6.78
2019-04-24 18:00:00,100600,279.58,3.52,0.15,279.48,6.45
2019-04-24 19:00:00,100670,277.96,3.61,0.15,277.86,6.57
2019-04-24 20:00:00,100720,277.17,3.64,0.15,277.07,6.65
2019-04-24 21:00:00,100740,276.34,3.53,0.15,276.24,6.35
2019-04-24 22:00:00,100730,275.47,3.34,0.15,275.37,5.82
2019-04-24 23:00:00,100760,274.69,3.1,0.15,274.59,5.13
2019-04-25 00:00:00,100790,274.06,2.85,0.15,273.96,4.46
2019-04-25 01:00:00,100830,273.57,2.62,0.15,273.47,3.95
2019-04-25 02:00:00,100880,273.31,2.33,0.15,273.21,3.36
2019-04-25 03:00:00,100910,273.46,1.87,0.15,273.36,2.56
2019-04-25 04:00:00,100920,273.8,1.43,0.15,273.7,1.91
2019-04-25 05:00:00,100950,274.43,1.1,0.15,274.33,1.42
2019-04-25 06:00:00,100960,276.3,1.21,0.15,276.2,1.43
2019-04-25 07:00:00,100980,278.46,1.7,0.15,278.36,1.92
2019-04-25 08:00:00,100970,280.45,1.6,0.15,280.35,1.71
2019-04-25 09:00:00,100940,281.83,1.84,0.15,281.73,1.92
2019-04-25 10:00:00,100910,282.75,2.35,0.15,282.65,2.53
2019-04-25 11:00:00,100890,283.48,2.66,0.15,283.38,2.95
2019-04-25 12:00:00,100880,284.23,2.69,0.15,284.13,3.07
2019-04-25 13:00:00,100840,284.7,2.41,0.15,284.6,2.8
2019-04-25 14:00:00,100820,284.96,2.32,0.15,284.86,2.73
2019-04-25 15:00:00,100820,284.98,2.05,0.15,284.88,2.45
2019-04-25 16:00:00,100800,284.69,1.38,0.15,284.59,1.69
2019-04-25 17:00:00,100790,284.05,0.81,0.15,283.95,0.98
2019-04-25 18:00:00,100790,282.48,1.08,0.15,282.38,1.43
2019-04-25 19:00:00,100860,280.65,1.88,0.15,280.55,2.64
2019-04-25 20:00:00,100880,279.22,2.74,0.15,279.12,4.21
2019-04-25 21:00:00,100850,278.43,3.37,0.15,278.33,5.67
2019-04-25 22:00:00,100800,277.97,3.65,0.15,277.87,6.5
2019-04-25 23:00:00,100750,277.63,3.79,0.15,277.53,6.93
2019-04-26 00:00:00,100720,277.25,3.72,0.15,277.15,6.84
2019-04-26 01:00:00,100690,277.02,3.52,0.15,276.92,6.49
2019-04-26 02:00:00,100620,276.91,3.67,0.15,276.81,6.67
2019-04-26 03:00:00,100560,276.83,4.31,0.15,276.73,6.99
2019-04-26 04:00:00,100500,276.92,5.22,0.15,276.82,7.1
2019-04-26 05:00:00,100410,277.37,5.79,0.15,277.27,7.32
2019-04-26 06:00:00,100340,278.23,5.77,0.15,278.13,7.08
2019-04-26 07:00:00,100290,279.23,5.86,0.15,279.13,6.87
2019-04-26 08:00:00,100180,280.57,6.49,0.15,280.47,7.7
2019-04-26 09:00:00,100040,282.3,7.73,0.15,282.2,9.72
2019-04-26 10:00:00,99900,283.41,8.55,0.15,283.31,10.74
2019-04-26 11:00:00,99790,283.73,9.19,0.15,283.63,11.44
2019-04-26 12:00:00,99690,283.75,9.16,0.15,283.65,11.3
2019-04-26 13:00:00,99560,283.79,8.9,0.15,283.69,11.04
2019-04-26 14:00:00,99420,283.84,8.71,0.15,283.74,10.94
2019-04-26 15:00:00,99330,283.72,8.32,0.15,283.62,11.11
2019-04-26 16:00:00,99260,283.59,8.26,0.15,283.49,11.23
2019-04-26 17:00:00,99190,282.86,8.37,0.15,282.76,11.18
2019-04-26 18:00:00,99140,282.02,7.75,0.15,281.92,10.51
2019-04-26 19:00:00,99100,281.56,7.93,0.15,281.46,10.99
2019-04-26 20:00:00,99070,281.2,7.74,0.15,281.1,10.85
2019-04-26 21:00:00,99020,280.66,6.54,0.15,280.56,9.32
2019-04-26 22:00:00,98970,280.1,4.96,0.15,280,7.12
2019-04-26 23:00:00,98900,279.63,4.41,0.15,279.53,6.25
2019-04-27 00:00:00,98810,279.28,4.95,0.15,279.18,6.72
2019-04-27 01:00:00,98720,279.02,4.94,0.15,278.92,6.65
2019-04-27 02:00:00,98680,278.86,3.91,0.15,278.76,5.58
2019-04-27 03:00:00,98610,278.42,2.33,0.15,278.32,4.06
2019-04-27 04:00:00,98600,278.45,2.25,0.15,278.35,3.96
2019-04-27 05:00:00,98610,278.7,2.75,0.15,278.6,4.91
2019-04-27 06:00:00,98630,279.77,5.11,0.15,279.67,7.07
2019-04-27 07:00:00,98570,280.16,7.12,0.15,280.06,8.97
2019-04-27 08:00:00,98560,280.68,8.69,0.15,280.58,10.67
2019-04-27 09:00:00,98650,280.77,8.49,0.15,280.67,10.27
2019-04-27 10:00:00,98750,280.54,8.86,0.15,280.44,10.72
2019-04-27 11:00:00,98830,280.34,9.65,0.15,280.24,11.78
2019-04-27 12:00:00,98930,280.32,10.29,0.15,280.22,12.65
2019-04-27 13:00:00,99040,280.15,10.49,0.15,280.05,13.02
2019-04-27 14:00:00,99180,279.91,10.5,0.15,279.81,13.11
2019-04-27 15:00:00,99320,279.41,9.97,0.15,279.31,12.56
2019-04-27 16:00:00,99460,278.95,9.42,0.15,278.85,11.93
2019-04-27 17:00:00,99610,278.31,9,0.15,278.21,11.5
2019-04-27 18:00:00,99760,277.28,8.46,0.15,277.18,11.25
2019-04-27 19:00:00,99900,276.54,8.14,0.15,276.44,11.08
2019-04-27 20:00:00,100030,275.97,7.89,0.15,275.87,10.81
2019-04-27 21:00:00,100130,275.3,7.69,0.15,275.2,10.67
2019-04-27 22:00:00,100220,274.66,6.9,0.15,274.56,10
2019-04-27 23:00:00,100320,274.02,5.87,0.15,273.92,9.2
2019-04-28 00:00:00,100450,273.38,5.11,0.15,273.28,8.58
2019-04-28 01:00:00,100550,272.77,4.6,0.15,272.67,8.06
2019-04-28 02:00:00,100640,272.2,4.2,0.15,272.1,7.63
2019-04-28 03:00:00,100710,272.72,4.09,0.15,272.62,6.96
2019-04-28 04:00:00,100730,272.64,3.14,0.15,272.54,5.7
2019-04-28 05:00:00,100850,272.8,3.87,0.15,272.7,6.12
2019-04-28 06:00:00,100960,274.19,4.75,0.15,274.09,5.8
2019-04-28 07:00:00,101050,274.91,4.62,0.15,274.81,5.46
2019-04-28 08:00:00,101110,275.88,4.58,0.15,275.78,5.24
2019-04-28 09:00:00,101140,276.85,4.53,0.15,276.75,5.14
2019-04-28 10:00:00,101160,277.95,4.58,0.15,277.85,5.17
2019-04-28 11:00:00,101180,279,4.74,0.15,278.9,5.36
2019-04-28 12:00:00,101210,279.84,4.82,0.15,279.74,5.47
2019-04-28 13:00:00,101210,280.7,4.81,0.15,280.6,5.51
2019-04-28 14:00:00,101210,281.49,4.82,0.15,281.39,5.6
2019-04-28 15:00:00,101250,281.89,5,0.15,281.79,5.93
2019-04-28 16:00:00,101300,282.02,4.84,0.15,281.92,6.11
2019-04-28 17:00:00,101390,281.45,3.98,0.15,281.35,6.17
2019-04-28 18:00:00,101500,279.62,3.65,0.15,279.52,6.98
2019-04-28 19:00:00,101620,278.58,4.36,0.15,278.48,8.21
2019-04-28 20:00:00,101750,278.24,5.36,0.15,278.14,9.2
2019-04-28 21:00:00,101840,276.69,4.85,0.15,276.59,8.35
2019-04-28 22:00:00,101920,274.73,4.05,0.15,274.63,7.45
2019-04-28 23:00:00,101980,273.44,3.83,0.15,273.34,7.19
2019-04-29 00:00:00,102030,272.63,3.8,0.15,272.53,7.1
2019-04-29 01:00:00,102120,272.02,3.88,0.15,271.92,7.22
2019-04-29 02:00:00,102250,271.63,4.07,0.15,271.53,7.5
2019-04-29 03:00:00,102340,271.34,3.97,0.15,271.24,7.28
2019-04-29 04:00:00,102410,271.16,3.83,0.15,271.06,7.01
2019-04-29 05:00:00,102490,272.12,4.11,0.15,272.02,6.58
2019-04-29 06:00:00,102550,274.3,4.48,0.15,274.2,5.35
2019-04-29 07:00:00,102500,276.4,4.45,0.15,276.3,5.36
2019-04-29 08:00:00,102510,277.94,4.51,0.15,277.84,5.3
2019-04-29 09:00:00,102660,279.38,5.22,0.15,279.28,6.07
2019-04-29 10:00:00,102590,280.52,4.71,0.15,280.42,5.51
2019-04-29 11:00:00,102470,281.46,3.73,0.15,281.36,4.39
2019-04-29 12:00:00,102370,281.95,3.18,0.15,281.85,3.73
2019-04-29 13:00:00,102360,282.12,3.29,0.15,282.02,3.8
2019-04-29 14:00:00,102330,282.16,3.27,0.15,282.06,3.78
2019-04-29 15:00:00,102280,281.9,2.54,0.15,281.8,2.98
2019-04-29 16:00:00,102210,281.45,1.65,0.15,281.35,2.1
2019-04-29 17:00:00,102170,281.06,1.05,0.15,280.96,1.42
2019-04-29 18:00:00,102150,280.48,0.8,0.15,280.38,1.09
2019-04-29 19:00:00,102160,280.41,0.72,0.15,280.31,0.94
2019-04-29 20:00:00,102150,280.21,0.72,0.15,280.11,0.92
2019-04-29 21:00:00,102090,279.83,0.91,0.15,279.73,1.17
2019-04-29 22:00:00,102020,279.35,1,0.15,279.25,1.29
2019-04-29 23:00:00,101990,278.75,1.05,0.15,278.65,1.36
2019-04-30 00:00:00,101960,277.9,1.3,0.15,277.8,1.72
2019-04-30 01:00:00,101930,277.12,1.81,0.15,277.02,2.45
2019-04-30 02:00:00,101930,276.32,2.07,0.15,276.22,2.87
2019-04-30 03:00:00,101960,275.66,2.24,0.15,275.56,3.17
2019-04-30 04:00:00,102020,274.88,2.49,0.15,274.78,3.65
2019-04-30 05:00:00,102070,275.01,2.62,0.15,274.91,4.19
2019-04-30 06:00:00,102110,276.89,2.93,0.15,276.79,4.11
2019-04-30 07:00:00,102120,278.47,3.15,0.15,278.37,3.67
2019-04-30 08:00:00,102110,279.88,3.13,0.15,279.78,3.57
2019-04-30 09:00:00,102070,281.01,2.9,0.15,280.91,3.37
2019-04-30 10:00:00,102070,281.94,2.91,0.15,281.84,3.44
2019-04-30 11:00:00,102130,282.8,2.53,0.15,282.7,3.1
2019-04-30 12:00:00,102190,283.72,2.47,0.15,283.62,3.11
2019-04-30 13:00:00,102220,284.54,2.63,0.15,284.44,3.29
2019-04-30 14:00:00,102220,285.03,2.92,0.15,284.93,3.61
2019-04-30 15:00:00,102230,285.24,3.28,0.15,285.14,4.02
2019-04-30 16:00:00,102260,285.02,3.65,0.15,284.92,4.62
2019-04-30 17:00:00,102280,284.2,3.32,0.15,284.1,5.07
2019-04-30 18:00:00,102300,281.59,3.22,0.15,281.49,5.76
